ID,quarter,year,age,sex,race,fam_income,has_partner,education,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,treatment,pair_id
20200908200812,3,2020,33,male,white,150000,TRUE,Some college,2,0,West,employed,FALSE,metropolitan,TRUE,257
20200908200828,3,2020,40,female,white,50000,FALSE,HS,2,10,Midwest,"NA",FALSE,metropolitan,TRUE,258
20200908200842,3,2020,44,male,white,100000,TRUE,Bachelors,1,10,South,employed,FALSE,metropolitan,TRUE,259
20200908200865,3,2020,43,female,white,100000,TRUE,Bachelors,1,9,South,employed,FALSE,metropolitan,TRUE,260
20200908200867,3,2020,35,female,white,30000,TRUE,Did not graduate from HS,4,1,West,employed,FALSE,metropolitan,TRUE,261
20200908200873,3,2020,68,male,white,50000,TRUE,HS,3,9,Midwest,employed,FALSE,metropolitan,TRUE,262
20200908200960,3,2020,31,female,white,20000,FALSE,Did not graduate from HS,4,2,South,"NA",FALSE,metropolitan,TRUE,263
20200908200974,3,2020,40,male,white,100000,TRUE,Bachelors,3,5,West,not employed,FALSE,metropolitan,TRUE,264
20200908201059,3,2020,31,male,white,40000,TRUE,Some college,2,0,West,not employed,FALSE,metropolitan,TRUE,265
20200908201070,3,2020,32,female,black,35000,TRUE,Did not graduate from HS,3,8,South,not employed,FALSE,metropolitan,TRUE,266
20200908201107,3,2020,62,female,white,35000,FALSE,Some college,1,9,West,"NA",FALSE,metropolitan,TRUE,267
20200908201109,3,2020,27,female,white,75000,TRUE,Bachelors,1,1,Midwest,employed,FALSE,metropolitan,TRUE,268
20200908201121,3,2020,44,male,white,50000,TRUE,Some college,3,8,Northeast,employed,FALSE,metropolitan,TRUE,269
20200908201127,3,2020,24,female,white,100000,TRUE,Masters,1,1,West,employed,FALSE,metropolitan,TRUE,270
20200908201151,3,2020,35,male,white,60000,TRUE,Some college,3,11,South,not employed,FALSE,metropolitan,TRUE,271
20200908201250,3,2020,38,female,white,50000,TRUE,Some college,1,0,Midwest,employed,FALSE,metropolitan,TRUE,272
20200908201276,3,2020,37,male,white,50000,TRUE,Bachelors,2,3,Northeast,not employed,FALSE,metropolitan,TRUE,273
20200908201293,3,2020,30,female,white,150000,TRUE,HS,2,0,West,employed,FALSE,metropolitan,TRUE,274
20200908201316,3,2020,42,male,white,100000,TRUE,Masters,2,3,West,employed,FALSE,metropolitan,TRUE,276
20200908201328,3,2020,39,female,white,30000,TRUE,HS,2,11,Midwest,employed,FALSE,metropolitan,TRUE,277
20200908201341,3,2020,40,female,white,100000,FALSE,Masters,1,8,Midwest,"NA",FALSE,metropolitan,TRUE,278
20200908201357,3,2020,41,female,white,15000,FALSE,Did not graduate from HS,2,4,West,"NA",FALSE,metropolitan,TRUE,279
20200908201369,3,2020,37,male,asian,60000,TRUE,Bachelors,2,6,South,not employed,FALSE,metropolitan,TRUE,280
20200908201405,3,2020,25,male,white,100000,TRUE,HS,1,0,South,not employed,TRUE,metropolitan,TRUE,281
20200908201475,3,2020,36,male,white,150000,TRUE,Bachelors,2,5,South,employed,FALSE,metropolitan,TRUE,282
20200908201577,3,2020,41,female,black,150000,TRUE,Bachelors,2,9,Northeast,employed,FALSE,metropolitan,TRUE,283
20200908201657,3,2020,40,female,white,40000,FALSE,Some college,2,10,Midwest,"NA",FALSE,non-metropolitan,TRUE,284
20200908201668,3,2020,35,female,black,30000,FALSE,Some college,3,8,Midwest,"NA",FALSE,metropolitan,TRUE,285
20200908201669,3,2020,34,female,white,50000,TRUE,Bachelors,3,0,Northeast,employed,FALSE,non-metropolitan,TRUE,286
20200908201680,3,2020,33,female,white,75000,TRUE,HS,2,10,Northeast,employed,FALSE,metropolitan,TRUE,287
20200908201698,3,2020,40,male,white,40000,TRUE,Some college,2,9,Midwest,employed,FALSE,metropolitan,TRUE,288
20200908201825,3,2020,39,female,white,75000,FALSE,Some college,1,4,South,"NA",FALSE,non-metropolitan,TRUE,290
20200908201846,3,2020,27,female,white,40000,FALSE,Some college,2,4,South,"NA",FALSE,metropolitan,TRUE,291
20200908201861,3,2020,36,female,white,150000,TRUE,Some college,2,8,South,employed,FALSE,metropolitan,TRUE,292
20200908201876,3,2020,37,male,white,100000,TRUE,Some college,3,2,South,employed,FALSE,metropolitan,TRUE,293
20200908201898,3,2020,45,female,white,75000,TRUE,Some college,1,9,Midwest,employed,FALSE,metropolitan,TRUE,294
20200908201917,3,2020,55,male,white,150000,TRUE,HS,1,3,Northeast,not employed,FALSE,metropolitan,TRUE,295
20200908201950,3,2020,49,male,asian,150000,TRUE,Bachelors,2,8,South,employed,FALSE,metropolitan,TRUE,296
20200908201993,3,2020,36,male,white,35000,TRUE,HS,2,11,Northeast,not employed,FALSE,metropolitan,TRUE,297
20200908202015,3,2020,45,female,white,150000,TRUE,Bachelors,2,8,West,employed,FALSE,metropolitan,TRUE,298
20200908202076,3,2020,31,female,black,25000,FALSE,HS,5,3,Midwest,"NA",FALSE,metropolitan,TRUE,299
20200908202176,3,2020,32,female,white,60000,FALSE,Some college,1,2,Midwest,"NA",FALSE,metropolitan,TRUE,300
20200908202183,3,2020,38,female,black,60000,FALSE,Some college,3,0,Northeast,"NA",FALSE,metropolitan,TRUE,301
20200908202201,3,2020,31,female,white,100000,TRUE,Some college,2,4,West,employed,FALSE,metropolitan,TRUE,302
20200908202208,3,2020,30,female,white,35000,FALSE,HS,2,2,West,"NA",FALSE,metropolitan,TRUE,303
20200908202212,3,2020,40,female,white,100000,TRUE,Bachelors,2,3,Northeast,employed,FALSE,metropolitan,TRUE,304
20200908202309,3,2020,39,male,white,40000,TRUE,HS,3,11,West,not employed,FALSE,metropolitan,TRUE,306
20200908202323,3,2020,41,female,white,100000,TRUE,Masters,2,3,Northeast,employed,FALSE,metropolitan,TRUE,307
20200908202332,3,2020,40,female,white,5000,TRUE,Some college,3,7,South,employed,TRUE,metropolitan,TRUE,308
20200908202349,3,2020,45,female,white,150000,TRUE,Masters,2,10,Northeast,employed,FALSE,metropolitan,TRUE,309
20200909200715,3,2020,35,male,asian,75000,TRUE,Bachelors,1,1,West,employed,FALSE,metropolitan,TRUE,310
20200909200744,3,2020,36,female,white,75000,TRUE,Bachelors,2,4,West,employed,FALSE,metropolitan,TRUE,311
20200909200812,3,2020,28,female,white,60000,TRUE,Did not graduate from HS,3,0,South,employed,FALSE,metropolitan,TRUE,312
20200909200954,3,2020,30,female,white,50000,TRUE,Did not graduate from HS,4,2,South,employed,FALSE,metropolitan,TRUE,313
20200909201398,3,2020,41,male,asian,7500,TRUE,Bachelors,2,7,Northeast,not employed,TRUE,metropolitan,TRUE,314
20200909201607,3,2020,54,female,white,150000,TRUE,Some college,1,12,Midwest,employed,FALSE,metropolitan,TRUE,315
20200909201786,3,2020,35,female,white,20000,FALSE,HS,1,3,Midwest,"NA",TRUE,non-metropolitan,TRUE,316
20200909201914,3,2020,39,male,white,150000,TRUE,HS,2,5,South,employed,FALSE,metropolitan,TRUE,317
20200909202029,3,2020,41,male,asian,150000,TRUE,Bachelors,1,1,Northeast,employed,FALSE,metropolitan,TRUE,318
20200909202157,3,2020,35,female,other,50000,TRUE,Bachelors,2,8,South,employed,FALSE,metropolitan,TRUE,319
20200909202321,3,2020,32,female,white,100000,TRUE,Bachelors,1,0,South,employed,FALSE,metropolitan,TRUE,320
20201007201787,4,2020,44,male,black,75000,TRUE,Some college,3,3,West,employed,FALSE,metropolitan,TRUE,321
20201007201809,4,2020,39,male,white,150000,TRUE,Masters,1,6,Northeast,employed,TRUE,metropolitan,TRUE,322
20201008200114,4,2020,23,male,white,75000,TRUE,Bachelors,2,0,West,not employed,FALSE,non-metropolitan,TRUE,323
20201008200119,4,2020,23,male,white,75000,TRUE,HS,1,6,Midwest,employed,FALSE,non-metropolitan,TRUE,324
20201008200138,4,2020,24,female,white,35000,TRUE,Some college,2,0,West,not employed,TRUE,metropolitan,TRUE,325
20201008200640,4,2020,46,male,white,100000,TRUE,Bachelors,2,9,Midwest,employed,FALSE,metropolitan,TRUE,326
20201008200738,4,2020,46,male,white,150000,TRUE,Bachelors,2,8,West,not employed,FALSE,metropolitan,TRUE,328
20201008200802,4,2020,43,male,black,75000,TRUE,HS,4,6,South,employed,FALSE,metropolitan,TRUE,329
20201008200864,4,2020,38,female,white,20000,TRUE,HS,2,12,South,employed,TRUE,metropolitan,TRUE,330
20201008200904,4,2020,36,female,black,15000,FALSE,Some college,2,4,Midwest,"NA",FALSE,metropolitan,TRUE,331
20201008201185,4,2020,48,male,white,75000,TRUE,Bachelors,1,2,Northeast,not employed,FALSE,metropolitan,TRUE,332
20201008201195,4,2020,64,female,white,75000,FALSE,Bachelors,1,6,West,"NA",FALSE,metropolitan,TRUE,333
20201008201429,4,2020,43,female,white,0,TRUE,Bachelors,1,9,South,employed,FALSE,metropolitan,TRUE,334
20201008201619,4,2020,41,male,white,150000,TRUE,Masters,2,7,West,employed,FALSE,metropolitan,TRUE,335
20201008201700,4,2020,51,male,white,150000,TRUE,Doctoral,2,8,Midwest,employed,TRUE,metropolitan,TRUE,336
20201009200106,4,2020,17,male,white,50000,FALSE,Did not graduate from HS,2,10,South,"NA",TRUE,metropolitan,TRUE,339
20201009200162,4,2020,24,female,white,75000,TRUE,Some college,1,1,Midwest,employed,FALSE,metropolitan,TRUE,340
20201009200167,4,2020,25,female,white,12500,FALSE,Did not graduate from HS,6,0,Midwest,"NA",FALSE,metropolitan,TRUE,341
20201009200189,4,2020,19,female,white,100000,FALSE,Some college,3,12,Northeast,"NA",TRUE,non-metropolitan,TRUE,342
20201009200218,4,2020,16,male,white,100000,FALSE,Did not graduate from HS,3,9,West,"NA",TRUE,metropolitan,TRUE,343
20201009200249,4,2020,21,female,white,40000,TRUE,HS,1,1,Midwest,employed,FALSE,metropolitan,TRUE,344
20201009200506,4,2020,50,female,white,50000,FALSE,HS,1,4,South,"NA",FALSE,non-metropolitan,TRUE,345
20201009200532,4,2020,51,female,white,75000,TRUE,Did not graduate from HS,3,10,West,employed,FALSE,metropolitan,TRUE,346
20201009200552,4,2020,43,male,white,40000,FALSE,Bachelors,2,10,South,"NA",FALSE,metropolitan,TRUE,347
20201009200672,4,2020,35,male,white,75000,TRUE,Some college,1,6,South,not employed,FALSE,metropolitan,TRUE,348
20201009200685,4,2020,33,male,white,75000,TRUE,Masters,2,4,South,employed,FALSE,metropolitan,TRUE,349
20201009200693,4,2020,40,female,white,150000,TRUE,Masters,2,11,Northeast,employed,FALSE,metropolitan,TRUE,350
20201009200813,4,2020,39,male,white,60000,TRUE,Some college,3,1,West,employed,FALSE,metropolitan,TRUE,351
20201009200829,4,2020,32,male,white,150000,TRUE,Bachelors,3,6,Midwest,employed,FALSE,metropolitan,TRUE,352
20201009200877,4,2020,51,male,white,100000,TRUE,HS,2,12,Midwest,not employed,FALSE,metropolitan,TRUE,353
20201009200884,4,2020,40,female,white,50000,TRUE,Some college,4,2,South,employed,FALSE,metropolitan,TRUE,354
20201009200963,4,2020,40,female,black,60000,TRUE,Bachelors,2,1,Midwest,employed,FALSE,metropolitan,TRUE,355
20201009200980,4,2020,36,female,white,12500,TRUE,Some college,5,4,South,employed,FALSE,non-metropolitan,TRUE,356
20201009200981,4,2020,37,female,white,150000,TRUE,Masters,2,1,Northeast,employed,FALSE,metropolitan,TRUE,357
20201009200997,4,2020,48,male,white,150000,TRUE,Bachelors,1,3,Northeast,employed,FALSE,metropolitan,TRUE,359
20201009201049,4,2020,35,male,black,100000,TRUE,Some college,2,6,Northeast,employed,TRUE,metropolitan,TRUE,360
20201009201060,4,2020,31,male,white,100000,TRUE,Some college,1,1,Midwest,employed,FALSE,metropolitan,TRUE,361
20201009201115,4,2020,37,female,black,100000,TRUE,Masters,4,3,South,employed,FALSE,metropolitan,TRUE,362
20201009201159,4,2020,36,female,white,100000,TRUE,Bachelors,3,5,South,employed,FALSE,metropolitan,TRUE,363
20201009201289,4,2020,43,male,asian,100000,TRUE,Some college,3,6,South,employed,FALSE,metropolitan,TRUE,364
20201009201291,4,2020,31,female,black,150000,TRUE,Bachelors,2,2,South,employed,FALSE,metropolitan,TRUE,365
20201009201323,4,2020,29,female,white,5000,TRUE,Some college,3,1,Midwest,employed,FALSE,metropolitan,TRUE,366
20201009201356,4,2020,39,male,white,20000,TRUE,Some college,4,5,South,not employed,FALSE,metropolitan,TRUE,367
20201009201372,4,2020,30,male,white,10000,TRUE,HS,2,0,Northeast,not employed,FALSE,metropolitan,TRUE,368
20201009201411,4,2020,37,male,white,100000,TRUE,Some college,1,4,Midwest,employed,FALSE,metropolitan,TRUE,369
20201009201504,4,2020,41,female,white,100000,TRUE,Bachelors,2,4,West,employed,FALSE,metropolitan,TRUE,370
20201009201510,4,2020,35,female,white,75000,TRUE,HS,2,9,West,employed,FALSE,metropolitan,TRUE,371
20201009201569,4,2020,34,male,white,40000,TRUE,Some college,2,0,West,employed,FALSE,metropolitan,TRUE,372
20201009201573,4,2020,36,female,white,100000,TRUE,Bachelors,2,2,South,employed,FALSE,metropolitan,TRUE,373
20201009201592,4,2020,41,female,white,75000,TRUE,Bachelors,1,4,Midwest,employed,FALSE,metropolitan,TRUE,374
20201009201717,4,2020,35,female,white,15000,FALSE,Some college,1,7,Northeast,"NA",FALSE,metropolitan,TRUE,376
20201009201732,4,2020,50,female,white,75000,TRUE,Some college,2,10,South,employed,FALSE,metropolitan,TRUE,377
20201009201800,4,2020,43,female,asian,150000,TRUE,Masters,1,4,South,employed,FALSE,metropolitan,TRUE,378
20201009201851,4,2020,42,male,white,25000,TRUE,Did not graduate from HS,2,3,South,not employed,FALSE,metropolitan,TRUE,379
20201009201928,4,2020,44,male,white,100000,TRUE,Bachelors,2,11,Northeast,employed,FALSE,metropolitan,TRUE,380
20201009201934,4,2020,46,male,white,150000,TRUE,HS,1,8,Midwest,not employed,FALSE,metropolitan,TRUE,381
20201009201965,4,2020,34,male,black,75000,TRUE,Bachelors,3,6,Northeast,not employed,FALSE,metropolitan,TRUE,382
20201009201966,4,2020,51,male,white,75000,TRUE,Masters,2,12,Midwest,employed,FALSE,non-metropolitan,TRUE,383
20201009201972,4,2020,30,female,white,75000,TRUE,Some college,4,0,West,employed,FALSE,metropolitan,TRUE,384
20201009202032,4,2020,26,male,white,35000,TRUE,Masters,1,1,Northeast,not employed,FALSE,metropolitan,TRUE,386
20201009202033,4,2020,35,male,white,35000,TRUE,Bachelors,3,1,South,not employed,FALSE,metropolitan,TRUE,387
20201009202106,4,2020,32,male,white,150000,FALSE,Bachelors,1,2,Northeast,"NA",FALSE,metropolitan,TRUE,388
20201009202115,4,2020,42,female,white,20000,TRUE,Some college,4,9,West,employed,FALSE,non-metropolitan,TRUE,389
20201009202129,4,2020,41,female,asian,100000,FALSE,Bachelors,2,10,Midwest,"NA",FALSE,metropolitan,TRUE,390
20201009202136,4,2020,43,female,black,35000,TRUE,Masters,1,10,South,employed,FALSE,metropolitan,TRUE,391
20201009202194,4,2020,28,male,white,25000,TRUE,Some college,1,3,South,employed,FALSE,metropolitan,TRUE,392
20201009202204,4,2020,38,male,white,100000,TRUE,Bachelors,2,6,South,employed,FALSE,metropolitan,TRUE,393
20201009202218,4,2020,43,female,white,100000,FALSE,Masters,2,12,Midwest,"NA",FALSE,metropolitan,TRUE,394
20201009202238,4,2020,33,male,white,60000,FALSE,Did not graduate from HS,2,6,West,"NA",FALSE,metropolitan,TRUE,395
20201009202259,4,2020,37,female,other,50000,FALSE,Bachelors,1,2,West,"NA",FALSE,metropolitan,TRUE,396
20201009202284,4,2020,37,male,white,100000,TRUE,Some college,1,0,West,employed,FALSE,metropolitan,TRUE,397
20201009202409,4,2020,48,female,white,150000,TRUE,Some college,3,9,Midwest,employed,FALSE,metropolitan,TRUE,398
20201010200031,4,2020,41,male,black,60000,TRUE,Some college,2,4,South,not employed,FALSE,metropolitan,TRUE,399
20201010200973,4,2020,30,female,white,50000,TRUE,HS,2,3,West,employed,FALSE,metropolitan,TRUE,400
20201010201088,4,2020,38,female,white,50000,FALSE,Bachelors,2,4,Midwest,"NA",FALSE,metropolitan,TRUE,401
20201010201693,4,2020,55,male,white,100000,TRUE,HS,2,11,West,employed,FALSE,metropolitan,TRUE,402
20201010201946,4,2020,58,male,white,150000,TRUE,Masters,2,7,South,employed,FALSE,metropolitan,TRUE,403
20201010201949,4,2020,39,male,white,60000,FALSE,HS,2,7,Midwest,"NA",FALSE,non-metropolitan,TRUE,404
20201010202041,4,2020,33,female,black,75000,TRUE,Some college,2,1,South,employed,FALSE,metropolitan,TRUE,405
20201010202230,4,2020,34,female,white,25000,FALSE,HS,4,3,Midwest,"NA",FALSE,metropolitan,TRUE,406
20201010202358,4,2020,43,female,white,25000,FALSE,Some college,4,10,South,"NA",TRUE,metropolitan,TRUE,407
20201109200138,4,2020,23,male,white,100000,TRUE,HS,2,0,West,not employed,TRUE,metropolitan,TRUE,408
20201109200549,4,2020,38,female,white,150000,TRUE,Bachelors,2,3,West,employed,FALSE,metropolitan,TRUE,410
20201109200619,4,2020,33,female,white,150000,TRUE,Doctoral,1,1,South,employed,FALSE,metropolitan,TRUE,411
20201109200759,4,2020,57,male,white,150000,TRUE,Some college,1,8,Northeast,employed,FALSE,metropolitan,TRUE,412
20201109201042,4,2020,40,male,white,75000,TRUE,Some college,2,4,West,employed,FALSE,non-metropolitan,TRUE,413
20201109201154,4,2020,47,male,asian,100000,TRUE,Some college,1,11,West,not employed,FALSE,metropolitan,TRUE,414
20201109201174,4,2020,38,female,white,150000,TRUE,Bachelors,2,9,South,employed,TRUE,non-metropolitan,TRUE,415
20201109201294,4,2020,41,female,white,150000,TRUE,HS,2,7,Northeast,employed,FALSE,metropolitan,TRUE,417
20201109201490,4,2020,29,male,white,35000,FALSE,Some college,1,8,Midwest,"NA",FALSE,metropolitan,TRUE,418
20201109201516,4,2020,34,female,black,50000,FALSE,Some college,1,3,South,"NA",FALSE,metropolitan,TRUE,419
20201109201531,4,2020,36,female,white,150000,TRUE,Masters,2,3,Northeast,employed,FALSE,metropolitan,TRUE,420
20201109201544,4,2020,40,male,white,150000,FALSE,Some college,2,12,Northeast,"NA",TRUE,metropolitan,TRUE,421
20201110200102,4,2020,17,male,white,100000,FALSE,Did not graduate from HS,7,9,Midwest,"NA",TRUE,metropolitan,TRUE,422
20201110200207,4,2020,16,male,white,5000,FALSE,Did not graduate from HS,2,11,Northeast,"NA",TRUE,metropolitan,TRUE,423
20201110200217,4,2020,20,female,white,40000,FALSE,HS,2,6,South,"NA",FALSE,non-metropolitan,TRUE,424
20201110200505,4,2020,33,male,white,50000,TRUE,Did not graduate from HS,3,4,Midwest,not employed,FALSE,metropolitan,TRUE,425
20201110200539,4,2020,39,male,white,25000,TRUE,Some college,1,7,South,not employed,FALSE,non-metropolitan,TRUE,426
20201110200624,4,2020,38,female,white,60000,TRUE,HS,1,6,South,employed,FALSE,metropolitan,TRUE,427
20201110200670,4,2020,60,female,white,40000,TRUE,Some college,1,7,Northeast,not employed,FALSE,metropolitan,TRUE,428
20201110200705,4,2020,39,male,white,25000,TRUE,Some college,3,1,Northeast,not employed,FALSE,metropolitan,TRUE,429
20201110200752,4,2020,46,female,white,20000,TRUE,Did not graduate from HS,3,8,South,employed,FALSE,metropolitan,TRUE,430
20201110200758,4,2020,38,male,white,50000,FALSE,Did not graduate from HS,1,11,South,"NA",FALSE,metropolitan,TRUE,431
20201110200760,4,2020,34,male,white,75000,TRUE,Some college,1,1,Midwest,employed,FALSE,metropolitan,TRUE,432
20201110200765,4,2020,40,female,white,75000,TRUE,Bachelors,2,5,Midwest,employed,FALSE,metropolitan,TRUE,433
20201110200809,4,2020,56,female,white,100000,FALSE,Masters,3,3,West,"NA",FALSE,non-metropolitan,TRUE,434
20201110200845,4,2020,32,male,white,75000,TRUE,Bachelors,1,3,Midwest,employed,FALSE,metropolitan,TRUE,435
20201110200879,4,2020,55,female,white,75000,TRUE,Masters,2,12,Northeast,employed,FALSE,metropolitan,TRUE,436
20201110200905,4,2020,29,female,white,60000,FALSE,HS,2,2,Midwest,"NA",FALSE,metropolitan,TRUE,437
20201110200913,4,2020,33,male,white,60000,TRUE,HS,2,5,Midwest,employed,FALSE,non-metropolitan,TRUE,438
20201110201016,4,2020,41,male,white,150000,TRUE,Bachelors,2,1,Northeast,not employed,FALSE,metropolitan,TRUE,439
20201110201030,4,2020,38,male,white,60000,FALSE,Did not graduate from HS,1,6,West,"NA",FALSE,metropolitan,TRUE,440
20201110201042,4,2020,56,female,white,60000,TRUE,Doctoral,2,1,Midwest,not employed,FALSE,metropolitan,TRUE,441
20201110201062,4,2020,41,female,white,100000,TRUE,Bachelors,2,1,West,employed,FALSE,metropolitan,TRUE,442
20201110201074,4,2020,36,female,white,12500,FALSE,Did not graduate from HS,1,7,South,"NA",FALSE,metropolitan,TRUE,443
20201110201102,4,2020,42,female,white,100000,TRUE,Bachelors,2,4,South,employed,FALSE,non-metropolitan,TRUE,444
20201110201122,4,2020,54,female,black,60000,FALSE,Did not graduate from HS,1,3,South,"NA",FALSE,metropolitan,TRUE,445
20201110201129,4,2020,42,female,white,100000,TRUE,Bachelors,2,9,West,employed,FALSE,metropolitan,TRUE,446
20201110201158,4,2020,35,female,white,75000,FALSE,Bachelors,2,9,South,"NA",FALSE,metropolitan,TRUE,447
20201110201161,4,2020,41,male,white,100000,TRUE,Bachelors,2,6,West,employed,FALSE,metropolitan,TRUE,448
20201110201163,4,2020,44,male,white,150000,TRUE,Doctoral,3,4,Midwest,employed,FALSE,metropolitan,TRUE,449
20201110201178,4,2020,38,female,white,60000,FALSE,HS,1,7,South,"NA",FALSE,metropolitan,TRUE,450
20201110201205,4,2020,31,female,white,30000,TRUE,Bachelors,1,2,West,employed,FALSE,metropolitan,TRUE,451
20201110201215,4,2020,40,male,white,150000,TRUE,Bachelors,4,5,Midwest,employed,FALSE,non-metropolitan,TRUE,452
20201110201272,4,2020,34,male,white,100000,FALSE,Bachelors,1,4,Midwest,"NA",FALSE,metropolitan,TRUE,453
20201110201280,4,2020,34,male,white,150000,TRUE,Masters,2,0,South,employed,FALSE,metropolitan,TRUE,454
20201110201295,4,2020,30,male,black,30000,FALSE,Some college,2,2,Midwest,"NA",FALSE,metropolitan,TRUE,455
20201110201297,4,2020,47,male,white,40000,TRUE,HS,2,8,Northeast,employed,FALSE,metropolitan,TRUE,456
20201110201316,4,2020,36,female,white,35000,TRUE,Did not graduate from HS,3,8,South,employed,TRUE,metropolitan,TRUE,457
20201110201331,4,2020,34,male,white,150000,TRUE,Doctoral,1,0,Midwest,employed,FALSE,metropolitan,TRUE,458
20201110201336,4,2020,35,male,white,100000,TRUE,Some college,2,5,South,employed,FALSE,metropolitan,TRUE,459
20201110201407,4,2020,34,female,white,40000,TRUE,HS,2,3,Midwest,not employed,TRUE,metropolitan,TRUE,460
20201110201414,4,2020,36,female,asian,150000,TRUE,Masters,1,7,West,employed,FALSE,metropolitan,TRUE,461
20201110201473,4,2020,43,female,white,35000,FALSE,Some college,1,9,South,"NA",FALSE,non-metropolitan,TRUE,463
20201110201509,4,2020,30,female,white,60000,TRUE,Some college,1,1,Northeast,employed,FALSE,metropolitan,TRUE,464
20201110201545,4,2020,34,male,black,75000,TRUE,HS,1,2,South,employed,TRUE,metropolitan,TRUE,465
20201110201558,4,2020,36,female,white,150000,TRUE,Bachelors,2,2,Northeast,employed,FALSE,metropolitan,TRUE,466
20201110201580,4,2020,35,male,white,100000,TRUE,Bachelors,2,1,Midwest,employed,FALSE,metropolitan,TRUE,467
20201110201593,4,2020,32,male,white,75000,TRUE,Bachelors,1,9,South,employed,FALSE,non-metropolitan,TRUE,468
20201110201671,4,2020,56,female,white,150000,FALSE,Masters,1,11,South,"NA",FALSE,metropolitan,TRUE,470
20201110201676,4,2020,39,female,white,75000,TRUE,Bachelors,3,11,South,employed,FALSE,metropolitan,TRUE,471
20201110201681,4,2020,35,female,white,100000,TRUE,Bachelors,2,3,South,employed,FALSE,metropolitan,TRUE,472
20201110201682,4,2020,37,male,black,150000,TRUE,Masters,4,0,South,employed,FALSE,metropolitan,TRUE,473
20201110201702,4,2020,37,female,black,40000,FALSE,Some college,2,6,Northeast,"NA",FALSE,metropolitan,TRUE,474
20201110201805,4,2020,62,female,white,150000,TRUE,HS,2,8,West,employed,FALSE,metropolitan,TRUE,475
20201110201812,4,2020,28,female,black,50000,FALSE,Some college,2,8,Midwest,"NA",FALSE,metropolitan,TRUE,476
20201110201888,4,2020,28,female,white,30000,FALSE,Some college,2,7,Midwest,"NA",FALSE,metropolitan,TRUE,477
20201110201905,4,2020,46,female,white,100000,FALSE,Masters,1,9,Northeast,"NA",FALSE,metropolitan,TRUE,478
20201110201923,4,2020,45,male,white,75000,FALSE,Bachelors,3,5,Northeast,"NA",FALSE,metropolitan,TRUE,479
20201110201944,4,2020,38,female,black,40000,FALSE,Masters,2,12,South,"NA",FALSE,metropolitan,TRUE,480
20201110201954,4,2020,38,male,black,40000,FALSE,Some college,2,10,South,"NA",FALSE,metropolitan,TRUE,481
20201110201960,4,2020,48,male,white,35000,TRUE,Bachelors,2,10,South,employed,FALSE,metropolitan,TRUE,482
20201110201963,4,2020,32,male,white,12500,FALSE,Some college,2,2,West,"NA",FALSE,non-metropolitan,TRUE,483
20201110201986,4,2020,40,female,white,100000,TRUE,Some college,3,10,Northeast,employed,FALSE,non-metropolitan,TRUE,484
20201110202018,4,2020,32,female,white,50000,TRUE,Some college,4,1,West,employed,FALSE,non-metropolitan,TRUE,485
20201110202114,4,2020,48,female,white,150000,TRUE,Bachelors,1,11,South,employed,FALSE,metropolitan,TRUE,486
20201110202151,4,2020,34,female,asian,15000,TRUE,HS,2,2,West,not employed,FALSE,metropolitan,TRUE,487
20201110202153,4,2020,68,male,white,100000,TRUE,Masters,1,9,South,not employed,FALSE,non-metropolitan,TRUE,488
20201110202161,4,2020,41,male,asian,100000,TRUE,Masters,2,1,West,not employed,FALSE,metropolitan,TRUE,489
20201110202201,4,2020,32,male,white,30000,FALSE,Did not graduate from HS,2,12,West,"NA",FALSE,metropolitan,TRUE,490
20201110202211,4,2020,39,female,white,60000,FALSE,Doctoral,2,12,South,"NA",FALSE,metropolitan,TRUE,491
20201110202225,4,2020,33,female,white,15000,FALSE,Bachelors,3,0,Northeast,"NA",FALSE,metropolitan,TRUE,492
20201110202276,4,2020,31,female,white,40000,TRUE,HS,2,2,South,employed,FALSE,non-metropolitan,TRUE,494
20201110202333,4,2020,48,female,white,5000,TRUE,Did not graduate from HS,3,7,West,employed,FALSE,metropolitan,TRUE,495
20201110202348,4,2020,44,male,black,75000,TRUE,HS,2,8,Midwest,employed,FALSE,metropolitan,TRUE,496
20201110202365,4,2020,51,male,white,100000,TRUE,Bachelors,1,10,Northeast,employed,FALSE,metropolitan,TRUE,497
20201110202372,4,2020,34,female,white,50000,TRUE,Some college,2,10,South,employed,FALSE,non-metropolitan,TRUE,498
20201110202386,4,2020,53,female,white,30000,TRUE,Bachelors,1,10,West,not employed,FALSE,metropolitan,TRUE,499
20201111200194,4,2020,22,female,white,40000,TRUE,Did not graduate from HS,3,0,South,employed,FALSE,non-metropolitan,TRUE,500
20201111200285,4,2020,17,female,white,25000,FALSE,Did not graduate from HS,2,11,West,"NA",TRUE,metropolitan,TRUE,501
20201111200291,4,2020,17,male,white,100000,FALSE,Did not graduate from HS,2,5,West,"NA",TRUE,metropolitan,TRUE,502
20201111200736,4,2020,36,male,white,100000,TRUE,Doctoral,2,2,Midwest,employed,FALSE,metropolitan,TRUE,503
20201111200879,4,2020,30,female,white,75000,TRUE,Some college,3,6,Midwest,employed,FALSE,metropolitan,TRUE,504
20201111200930,4,2020,54,male,white,30000,FALSE,HS,2,12,West,"NA",FALSE,metropolitan,TRUE,506
