ID,year,age,sex,race,HH_income,married,education,n_child,age_youngest,region,treatment,pair_id
20090303090618,2009,41,male,asian,75000,married,Bachelors,2,11,West,TRUE,623
20090303090646,2009,47,male,white,25000,married,HS,3,11,Midwest,TRUE,624
20090303090800,2009,31,female,white,60000,not married,Bachelors,1,6,Midwest,TRUE,625
20090303090808,2009,45,male,white,100000,married,Masters,1,16,Midwest,TRUE,626
20090303090841,2009,33,male,white,40000,married,Bachelors,1,1,Midwest,TRUE,627
20090303090850,2009,26,female,white,25000,married,Did not graduate from HS,1,11,South,TRUE,628
20090303090878,2009,18,male,white,20000,not married,HS,1,17,Midwest,TRUE,629
20090303090954,2009,29,female,white,25000,not married,HS,1,7,Midwest,TRUE,630
20090303090955,2009,55,male,white,150000,married,Bachelors,1,15,Northeast,TRUE,631
20090303090970,2009,68,female,white,30000,married,HS,1,15,West,TRUE,632
20090303091002,2009,16,male,white,35000,not married,Did not graduate from HS,1,16,South,TRUE,633
20090303091006,2009,49,male,white,150000,married,Bachelors,2,11,Midwest,TRUE,634
20090303091037,2009,44,female,asian,150000,married,Bachelors,4,5,West,TRUE,635
20090303091077,2009,29,male,white,50000,not married,HS,2,12,South,TRUE,636
20090303091081,2009,44,female,white,100000,married,Some college,3,8,South,TRUE,637
20090303091095,2009,42,female,white,60000,married,HS,2,5,South,TRUE,638
20090303091096,2009,45,male,white,40000,married,Some college,2,14,Midwest,TRUE,639
20090303091108,2009,47,male,white,25000,married,Did not graduate from HS,5,0,South,TRUE,640
20090303091284,2009,32,female,white,15000,not married,Some college,2,12,South,TRUE,641
20090303091336,2009,46,male,white,40000,married,Some college,5,7,Northeast,TRUE,642
20090303091364,2009,41,female,white,25000,married,Some college,2,12,Midwest,TRUE,643
20090303091459,2009,41,male,white,150000,married,Masters,2,10,South,TRUE,644
20090303091488,2009,30,female,white,40000,married,HS,3,0,Northeast,TRUE,645
20090303091549,2009,58,male,white,7500,not married,Did not graduate from HS,1,1,South,TRUE,646
20090303091755,2009,36,female,black,0,not married,Did not graduate from HS,1,4,South,TRUE,647
20090303091764,2009,53,female,black,7500,not married,Did not graduate from HS,2,9,South,TRUE,648
20090303091802,2009,39,female,white,150000,married,Bachelors,2,8,South,TRUE,649
20090303091837,2009,30,male,white,150000,married,Masters,2,0,Northeast,TRUE,650
20090303091887,2009,39,female,white,150000,married,Bachelors,3,4,West,TRUE,651
20090303091894,2009,20,male,white,35000,not married,HS,3,11,South,TRUE,652
20090303091915,2009,36,female,white,20000,not married,Did not graduate from HS,2,0,West,TRUE,653
20090303091990,2009,27,female,white,30000,married,Some college,1,1,West,TRUE,654
20090303092016,2009,29,male,white,15000,married,Did not graduate from HS,3,5,South,TRUE,655
20090303092017,2009,22,female,white,35000,married,HS,2,1,Northeast,TRUE,656
20090303092021,2009,37,female,white,100000,married,Some college,4,9,West,TRUE,657
20090303092079,2009,30,male,white,15000,married,Did not graduate from HS,2,3,South,TRUE,658
20090303092120,2009,15,male,white,5000,not married,Did not graduate from HS,4,5,South,TRUE,659
20090303092175,2009,36,female,white,100000,married,Bachelors,2,5,Northeast,TRUE,660
20090303092184,2009,28,male,black,25000,not married,Some college,1,1,West,TRUE,661
20090303092273,2009,29,female,black,50000,not married,Some college,1,0,West,TRUE,662
20090303092333,2009,30,female,other,20000,married,HS,2,1,West,TRUE,663
20090303092468,2009,36,female,white,150000,married,Masters,2,3,Northeast,TRUE,664
20090303092489,2009,38,male,white,100000,married,Some college,2,5,South,TRUE,665
20090401090890,2009,15,female,white,25000,not married,Did not graduate from HS,1,15,Midwest,TRUE,666
20090401091571,2009,50,female,white,75000,married,Bachelors,1,14,South,TRUE,667
20090402090505,2009,33,male,white,50000,married,Bachelors,3,0,Midwest,TRUE,668
20090402090547,2009,41,female,white,40000,married,Did not graduate from HS,5,4,Midwest,TRUE,669
20090402090672,2009,52,male,white,30000,married,Masters,2,7,South,TRUE,670
20090402090935,2009,15,female,white,75000,not married,Did not graduate from HS,5,4,Midwest,TRUE,671
20090402091029,2009,16,female,white,25000,not married,Did not graduate from HS,1,16,West,TRUE,672
20090402091059,2009,38,female,white,100000,married,Some college,1,9,Midwest,TRUE,673
20090402091074,2009,19,male,white,75000,not married,HS,1,12,Northeast,TRUE,674
20090402091075,2009,35,female,black,25000,married,Bachelors,2,2,Northeast,TRUE,675
20090402091184,2009,48,female,black,100000,not married,Bachelors,1,6,South,TRUE,676
20090402091206,2009,37,male,white,35000,married,Some college,3,2,South,TRUE,677
20090402091335,2009,19,male,white,100000,not married,Some college,1,15,Northeast,TRUE,678
20090402091378,2009,16,male,white,150000,not married,Did not graduate from HS,1,16,South,TRUE,679
20090402091660,2009,34,male,white,25000,married,HS,2,2,South,TRUE,680
20090402091737,2009,38,female,white,60000,married,Some college,4,1,Midwest,TRUE,681
20090402091816,2009,45,male,white,100000,married,Bachelors,2,9,South,TRUE,682
20090402091867,2009,38,male,asian,75000,married,HS,5,2,West,TRUE,683
20090402091881,2009,17,male,white,12500,not married,Did not graduate from HS,1,17,South,TRUE,684
20090402091990,2009,31,female,white,20000,married,HS,2,6,Northeast,TRUE,685
20090402092170,2009,47,female,white,100000,married,HS,2,16,Northeast,TRUE,686
20090402092312,2009,27,male,white,25000,married,HS,2,1,West,TRUE,687
20090402092334,2009,29,male,white,40000,married,Some college,2,3,South,TRUE,688
20090402092447,2009,37,male,white,40000,not married,Some college,3,5,Northeast,TRUE,689
20090402092479,2009,42,female,black,30000,not married,Some college,1,14,Northeast,TRUE,690
20090402092512,2009,57,female,white,25000,married,Did not graduate from HS,2,9,West,TRUE,691
20090403090039,2009,25,female,black,30000,not married,HS,1,11,South,TRUE,692
20090403090041,2009,31,female,black,25000,not married,HS,2,0,South,TRUE,693
20090403090047,2009,25,female,white,0,not married,HS,4,0,South,TRUE,694
20090403090090,2009,38,female,white,7500,married,HS,2,6,Midwest,TRUE,695
20090403090505,2009,47,female,white,75000,married,Bachelors,3,10,Northeast,TRUE,696
20090403090516,2009,38,female,white,30000,married,Did not graduate from HS,3,3,West,TRUE,697
20090403090531,2009,32,female,white,75000,married,Some college,3,3,Northeast,TRUE,698
20090403090552,2009,44,male,black,35000,married,HS,4,8,South,TRUE,699
20090403090616,2009,42,male,white,100000,married,Bachelors,2,7,West,TRUE,700
20090403090621,2009,34,female,white,50000,not married,Masters,2,5,Midwest,TRUE,701
20090403090622,2009,24,female,white,30000,not married,HS,1,2,West,TRUE,702
20090403090649,2009,17,male,white,75000,not married,Did not graduate from HS,1,17,Midwest,TRUE,703
20090403090656,2009,31,female,black,35000,not married,Bachelors,1,12,South,TRUE,704
20090403090670,2009,36,female,white,0,married,Some college,2,13,South,TRUE,705
20090403090688,2009,51,female,white,60000,married,HS,1,2,South,TRUE,706
20090403090727,2009,51,female,white,15000,married,Did not graduate from HS,2,13,South,TRUE,707
20090403090757,2009,15,female,white,60000,not married,Did not graduate from HS,2,10,South,TRUE,708
20090403090760,2009,53,male,white,60000,married,Bachelors,1,17,South,TRUE,709
20090403090765,2009,46,female,white,60000,married,Some college,2,11,Northeast,TRUE,710
20090403090771,2009,52,female,white,150000,married,HS,1,13,West,TRUE,711
20090403090777,2009,16,male,white,75000,not married,Did not graduate from HS,1,16,West,TRUE,712
20090403090781,2009,19,female,white,0,not married,Some college,2,0,Midwest,TRUE,713
20090403090829,2009,30,female,white,25000,married,Bachelors,1,1,Midwest,TRUE,714
20090403090830,2009,42,female,white,150000,married,Masters,2,8,Midwest,TRUE,715
20090403090836,2009,34,female,other,75000,married,Some college,2,1,Northeast,TRUE,716
20090403090844,2009,42,male,other,12500,not married,Did not graduate from HS,1,16,West,TRUE,717
20090403090845,2009,47,male,black,15000,not married,Did not graduate from HS,5,11,Midwest,TRUE,718
20090403090860,2009,47,female,other,60000,married,Some college,1,17,Midwest,TRUE,719
20090403090861,2009,41,female,white,100000,married,Some college,1,12,Midwest,TRUE,720
20090403090865,2009,17,female,other,40000,not married,Did not graduate from HS,2,9,West,TRUE,721
20090403090871,2009,18,male,white,35000,not married,Did not graduate from HS,1,16,Midwest,TRUE,722
20090403090886,2009,16,male,asian,30000,not married,Did not graduate from HS,3,14,Midwest,TRUE,723
20090403090933,2009,34,female,white,50000,not married,HS,3,9,South,TRUE,724
20090403090948,2009,58,male,white,25000,married,HS,1,4,South,TRUE,725
20090403091003,2009,35,female,white,50000,not married,Masters,1,2,West,TRUE,726
20090403091004,2009,30,female,white,35000,married,HS,3,0,Midwest,TRUE,727
20090403091021,2009,16,male,white,75000,not married,Did not graduate from HS,1,16,West,TRUE,728
20090403091027,2009,52,male,black,20000,not married,HS,1,0,Midwest,TRUE,729
20090403091031,2009,36,female,white,75000,married,Bachelors,2,5,West,TRUE,730
20090403091046,2009,16,female,white,75000,not married,Did not graduate from HS,3,12,Northeast,TRUE,731
20090403091071,2009,32,female,white,60000,married,Some college,2,6,South,TRUE,732
20090403091090,2009,32,female,white,75000,married,Some college,1,2,West,TRUE,733
20090403091100,2009,44,female,white,35000,married,HS,1,13,West,TRUE,734
20090403091102,2009,24,female,white,40000,married,Some college,1,2,Northeast,TRUE,735
20090403091119,2009,22,female,white,100000,married,HS,2,0,South,TRUE,736
20090403091125,2009,30,female,asian,60000,married,Some college,2,0,Midwest,TRUE,737
20090403091143,2009,16,female,white,75000,not married,Did not graduate from HS,3,3,West,TRUE,738
20090403091196,2009,42,male,white,75000,married,Bachelors,3,1,Midwest,TRUE,739
20090403091197,2009,54,female,white,150000,married,Bachelors,2,0,West,TRUE,740
20090403091212,2009,60,male,white,75000,married,Bachelors,1,16,South,TRUE,741
20090403091214,2009,34,female,white,35000,married,HS,2,3,South,TRUE,742
20090403091224,2009,36,female,white,60000,not married,Some college,1,7,Northeast,TRUE,743
20090403091246,2009,43,male,white,50000,married,HS,2,3,South,TRUE,744
20090403091248,2009,30,male,white,20000,married,HS,1,6,Midwest,TRUE,745
20090403091255,2009,15,female,white,35000,not married,Did not graduate from HS,3,7,South,TRUE,746
20090403091260,2009,37,female,white,50000,married,HS,2,7,Midwest,TRUE,747
20090403091288,2009,52,female,white,150000,married,Bachelors,1,8,Northeast,TRUE,748
20090403091304,2009,28,female,white,20000,married,Some college,2,4,South,TRUE,749
20090403091327,2009,40,male,white,50000,not married,Some college,2,9,South,TRUE,750
20090403091330,2009,35,female,white,20000,married,Did not graduate from HS,3,3,South,TRUE,751
20090403091342,2009,36,female,white,75000,married,Bachelors,1,8,Northeast,TRUE,752
20090403091352,2009,35,male,other,75000,married,Bachelors,2,0,Northeast,TRUE,753
20090403091353,2009,36,male,white,75000,married,Some college,3,4,Midwest,TRUE,754
20090403091368,2009,38,female,white,150000,married,Doctoral,1,2,West,TRUE,755
20090403091371,2009,16,male,white,40000,not married,Did not graduate from HS,1,16,Midwest,TRUE,756
20090403091375,2009,33,male,white,50000,married,Bachelors,3,0,West,TRUE,757
20090403091381,2009,48,female,white,100000,married,Bachelors,1,14,South,TRUE,758
20090403091389,2009,21,female,white,40000,not married,Some college,1,17,South,TRUE,759
20090403091427,2009,39,male,white,50000,married,HS,2,4,West,TRUE,760
20090403091430,2009,35,male,white,100000,married,Bachelors,2,0,South,TRUE,761
20090403091445,2009,32,male,white,100000,married,Bachelors,1,0,South,TRUE,762
20090403091456,2009,35,female,white,100000,married,Bachelors,3,7,Midwest,TRUE,763
20090403091471,2009,41,male,white,15000,married,HS,2,1,South,TRUE,764
20090403091487,2009,50,male,black,25000,not married,HS,1,1,South,TRUE,765
20090403091526,2009,17,male,white,50000,not married,Did not graduate from HS,2,15,Midwest,TRUE,766
20090403091532,2009,72,female,black,25000,not married,Bachelors,1,15,Midwest,TRUE,767
20090403091552,2009,16,male,white,30000,not married,Did not graduate from HS,3,5,West,TRUE,768
20090403091553,2009,15,female,white,50000,not married,Did not graduate from HS,2,12,Northeast,TRUE,769
20090403091563,2009,45,female,white,15000,married,HS,1,12,Midwest,TRUE,770
20090403091575,2009,32,female,white,75000,married,Some college,1,8,West,TRUE,771
20090403091586,2009,31,male,black,40000,not married,Bachelors,1,11,Midwest,TRUE,772
20090403091607,2009,41,male,white,50000,married,Bachelors,3,7,Northeast,TRUE,773
20090403091632,2009,47,male,asian,150000,married,Doctoral,2,9,South,TRUE,774
20090403091646,2009,39,female,white,60000,married,Bachelors,3,5,Midwest,TRUE,775
20090403091693,2009,18,female,white,100000,not married,Some college,2,11,West,TRUE,776
20090403091713,2009,44,female,black,0,not married,HS,3,0,Midwest,TRUE,777
20090403091714,2009,16,female,white,150000,not married,Did not graduate from HS,2,14,Midwest,TRUE,778
20090403091720,2009,40,male,white,100000,married,Bachelors,1,3,Northeast,TRUE,779
20090403091727,2009,30,female,other,15000,not married,Some college,1,11,West,TRUE,780
20090403091746,2009,31,male,white,60000,married,Some college,2,2,South,TRUE,781
20090403091754,2009,26,female,white,60000,married,Some college,2,0,Midwest,TRUE,782
20090403091759,2009,34,female,white,75000,married,Bachelors,2,2,West,TRUE,783
20090403091762,2009,35,male,asian,100000,married,Bachelors,2,3,West,TRUE,784
20090403091763,2009,31,female,white,60000,married,Masters,1,3,Midwest,TRUE,785
20090403091766,2009,44,male,white,150000,married,HS,1,6,Midwest,TRUE,786
20090403091770,2009,15,female,white,40000,not married,Did not graduate from HS,2,15,Northeast,TRUE,787
20090403091777,2009,46,female,white,100000,married,Bachelors,1,16,West,TRUE,788
20090403091797,2009,43,female,white,150000,married,Some college,2,7,Midwest,TRUE,789
20090403091817,2009,30,female,black,60000,married,Bachelors,3,2,Northeast,TRUE,790
20090403091822,2009,48,male,white,50000,married,HS,2,5,South,TRUE,791
20090403091832,2009,50,male,asian,60000,married,Some college,1,11,South,TRUE,792
20090403091834,2009,45,female,white,10000,not married,HS,2,9,Northeast,TRUE,793
20090403091836,2009,56,female,white,25000,not married,HS,2,11,South,TRUE,794
20090403091867,2009,43,male,white,100000,not married,Bachelors,1,8,Northeast,TRUE,795
20090403091871,2009,34,male,white,50000,married,Masters,2,7,Midwest,TRUE,796
20090403091906,2009,53,female,white,12500,not married,Did not graduate from HS,1,3,Northeast,TRUE,797
20090403091912,2009,26,female,white,50000,married,Some college,2,0,South,TRUE,798
20090403091934,2009,37,female,white,100000,married,Masters,2,11,South,TRUE,799
20090403091956,2009,52,male,white,100000,married,Bachelors,1,10,South,TRUE,800
20090403091971,2009,32,female,white,15000,married,Bachelors,1,1,West,TRUE,801
20090403091976,2009,36,male,white,150000,married,Masters,2,0,Midwest,TRUE,802
20090403091997,2009,19,male,white,100000,not married,HS,1,17,South,TRUE,803
20090403092001,2009,42,female,white,150000,married,Masters,2,10,Midwest,TRUE,804
20090403092027,2009,34,female,white,75000,married,Some college,2,1,South,TRUE,805
20090403092040,2009,16,female,white,40000,not married,Did not graduate from HS,3,9,West,TRUE,806
20090403092044,2009,21,male,other,10000,not married,HS,2,0,Midwest,TRUE,807
20090403092050,2009,39,female,white,75000,married,Bachelors,2,4,South,TRUE,808
20090403092054,2009,37,male,white,30000,married,HS,2,7,South,TRUE,809
20090403092060,2009,60,female,white,20000,married,Some college,1,9,South,TRUE,810
20090403092063,2009,17,female,white,20000,not married,Did not graduate from HS,2,15,Midwest,TRUE,811
20090403092072,2009,16,female,white,75000,not married,Did not graduate from HS,1,16,Midwest,TRUE,812
20090403092097,2009,27,female,white,25000,not married,Some college,1,1,Midwest,TRUE,813
20090403092100,2009,42,female,white,75000,married,HS,2,11,South,TRUE,814
20090403092118,2009,46,female,white,30000,married,HS,2,11,Northeast,TRUE,815
20090403092119,2009,37,male,white,75000,married,Bachelors,2,9,Midwest,TRUE,816
20090403092121,2009,36,male,white,50000,married,Some college,3,0,Midwest,TRUE,817
20090403092144,2009,44,female,white,25000,not married,Bachelors,1,3,South,TRUE,818
20090403092148,2009,16,female,white,75000,not married,Did not graduate from HS,1,16,West,TRUE,819
20090403092152,2009,42,male,white,75000,married,Bachelors,2,7,South,TRUE,820
20090403092158,2009,48,female,white,150000,married,Bachelors,1,15,Midwest,TRUE,821
20090403092188,2009,54,male,white,30000,married,Some college,1,6,South,TRUE,822
20090403092210,2009,60,female,white,60000,married,Some college,1,16,Northeast,TRUE,823
20090403092215,2009,33,female,white,75000,married,Bachelors,3,3,South,TRUE,824
20090403092233,2009,35,female,white,40000,not married,Some college,2,12,Midwest,TRUE,825
20090403092237,2009,15,male,white,40000,not married,Did not graduate from HS,1,15,Midwest,TRUE,826
20090403092252,2009,36,female,black,25000,not married,HS,4,5,Midwest,TRUE,827
20090403092276,2009,50,male,black,35000,not married,HS,1,16,South,TRUE,828
20090403092277,2009,31,female,asian,30000,married,Some college,2,1,Northeast,TRUE,829
20090403092278,2009,46,male,white,60000,married,Bachelors,1,0,South,TRUE,830
20090403092294,2009,43,female,black,15000,not married,Some college,2,10,West,TRUE,831
20090403092300,2009,39,female,white,75000,married,Bachelors,2,4,West,TRUE,832
20090403092302,2009,42,male,white,100000,married,Masters,2,5,Midwest,TRUE,833
20090403092307,2009,41,male,white,30000,married,Did not graduate from HS,3,3,Midwest,TRUE,834
20090403092353,2009,21,male,black,40000,not married,Some college,4,8,South,TRUE,835
20090403092356,2009,36,male,white,15000,married,Some college,2,4,Midwest,TRUE,836
20090403092360,2009,44,female,white,15000,not married,Bachelors,2,12,South,TRUE,837
20090403092380,2009,34,female,white,50000,married,Bachelors,2,1,Midwest,TRUE,838
20090403092390,2009,36,male,asian,150000,married,Doctoral,1,2,South,TRUE,839
20090403092391,2009,33,female,white,150000,married,Doctoral,1,2,West,TRUE,840
20090403092394,2009,38,female,white,100000,married,Some college,2,6,Midwest,TRUE,841
20090403092414,2009,49,female,white,10000,not married,Some college,1,15,South,TRUE,842
20090403092425,2009,17,female,white,60000,not married,Did not graduate from HS,3,9,West,TRUE,843
20090403092443,2009,41,male,white,100000,married,Masters,1,2,West,TRUE,844
20090403092444,2009,29,female,white,30000,married,HS,3,3,Northeast,TRUE,845
20090403092452,2009,56,male,white,75000,married,Masters,2,11,South,TRUE,846
20090403092455,2009,18,female,white,60000,not married,Did not graduate from HS,1,15,Midwest,TRUE,847
20090403092462,2009,42,male,white,35000,not married,Some college,1,17,West,TRUE,848
20090403092482,2009,48,male,white,75000,married,Masters,2,9,West,TRUE,849
20090403092490,2009,47,female,black,60000,married,Bachelors,1,12,South,TRUE,850
20090403092504,2009,47,male,white,75000,married,Bachelors,1,17,West,TRUE,851
20090404090035,2009,24,female,white,12500,married,Did not graduate from HS,3,0,Midwest,TRUE,852
20090404090648,2009,37,male,white,60000,married,Bachelors,1,3,Northeast,TRUE,853
20090404090955,2009,23,male,white,100000,not married,Some college,1,16,Midwest,TRUE,854
20090404091091,2009,15,female,white,35000,not married,Did not graduate from HS,2,15,Midwest,TRUE,855
20090404091183,2009,41,female,white,50000,married,Bachelors,2,13,South,TRUE,856
20090404091293,2009,16,male,white,75000,not married,Did not graduate from HS,1,16,West,TRUE,857
20090404091319,2009,34,male,white,50000,married,Some college,3,8,Northeast,TRUE,858
20090404091323,2009,46,female,white,150000,married,Doctoral,2,3,South,TRUE,859
20090404091546,2009,17,male,black,10000,not married,Did not graduate from HS,1,17,Midwest,TRUE,860
20090404091806,2009,45,female,white,30000,not married,Some college,1,13,West,TRUE,861
20090404091875,2009,41,female,black,7500,not married,Some college,2,10,South,TRUE,862
20090404091892,2009,36,female,white,35000,not married,Bachelors,2,5,South,TRUE,863
20090404091923,2009,49,male,white,50000,not married,Bachelors,1,11,Midwest,TRUE,864
20090404091952,2009,50,male,white,75000,married,HS,1,16,Northeast,TRUE,865
20090404092017,2009,40,male,white,75000,married,Bachelors,4,3,Midwest,TRUE,866
20090404092021,2009,43,male,white,40000,married,Masters,2,6,Midwest,TRUE,867
20090404092072,2009,30,female,white,10000,not married,Did not graduate from HS,4,2,South,TRUE,868
20090404092097,2009,38,female,white,75000,married,Bachelors,2,3,Midwest,TRUE,869
20090404092113,2009,32,male,white,30000,married,Some college,1,5,South,TRUE,870
20090404092130,2009,39,male,asian,50000,not married,Doctoral,2,6,West,TRUE,871
20090404092171,2009,27,male,white,5000,married,HS,2,0,West,TRUE,872
20090404092399,2009,18,female,white,100000,not married,Did not graduate from HS,2,12,Northeast,TRUE,873
20090502090678,2009,22,male,white,60000,not married,Some college,2,6,Midwest,TRUE,874
20090502091348,2009,36,female,black,25000,not married,Some college,2,10,Midwest,TRUE,875
20090502091712,2009,61,female,white,150000,married,Bachelors,2,8,Midwest,TRUE,876
20090503090019,2009,41,female,white,75000,married,Bachelors,4,0,Northeast,TRUE,877
20090503090063,2009,29,female,black,30000,not married,Some college,1,9,South,TRUE,878
20090503090119,2009,42,male,white,40000,married,Some college,1,16,West,TRUE,879
20090503090508,2009,17,female,white,30000,not married,Did not graduate from HS,2,14,Northeast,TRUE,880
20090503090551,2009,29,female,white,20000,not married,Did not graduate from HS,2,5,West,TRUE,881
20090503090572,2009,43,male,white,40000,not married,Some college,2,12,South,TRUE,882
20090503090686,2009,44,male,asian,100000,married,Bachelors,2,11,West,TRUE,883
20090503090700,2009,61,male,white,75000,married,HS,1,6,West,TRUE,884
20090503090943,2009,16,male,white,20000,not married,Did not graduate from HS,3,9,South,TRUE,885
20090503090997,2009,38,female,white,60000,not married,Some college,1,14,Midwest,TRUE,886
20090503091058,2009,30,male,white,30000,not married,HS,2,0,West,TRUE,887
20090503091173,2009,38,female,white,75000,married,Some college,4,6,South,TRUE,888
20090503091267,2009,47,female,white,0,not married,Bachelors,3,4,Northeast,TRUE,889
20090503091314,2009,40,female,white,5000,not married,Some college,1,4,West,TRUE,890
20090503091331,2009,34,female,white,7500,not married,Some college,1,4,Northeast,TRUE,891
20090503091345,2009,36,male,white,75000,married,HS,3,0,West,TRUE,892
20090503091592,2009,28,female,black,75000,married,Bachelors,2,3,West,TRUE,893
20090503091611,2009,25,female,white,0,not married,HS,1,1,South,TRUE,894
20090503091685,2009,27,female,white,100000,married,Bachelors,2,1,Midwest,TRUE,895
20090503091697,2009,15,female,white,100000,not married,Did not graduate from HS,2,9,West,TRUE,896
20090503091728,2009,42,male,white,100000,married,Bachelors,3,7,Midwest,TRUE,897
20090503091979,2009,48,male,white,150000,married,Bachelors,2,9,South,TRUE,898
20090503091991,2009,17,female,white,100000,not married,Did not graduate from HS,2,13,South,TRUE,899
20090503092207,2009,51,male,black,100000,married,Some college,2,2,West,TRUE,900
20090503092381,2009,47,female,white,75000,married,Bachelors,2,13,Midwest,TRUE,901
20090503092411,2009,30,female,white,40000,married,Did not graduate from HS,3,4,Midwest,TRUE,902
20090503092458,2009,33,male,white,60000,married,Some college,2,5,West,TRUE,903
20090504090001,2009,29,female,white,40000,married,Some college,2,3,Midwest,TRUE,904
20090504090176,2009,40,female,white,25000,not married,Some college,1,1,Northeast,TRUE,905
20090504090178,2009,44,male,white,30000,married,HS,1,12,South,TRUE,906
20090504090515,2009,22,male,white,7500,not married,Some college,1,1,South,TRUE,907
20090504090526,2009,52,female,black,5000,not married,HS,3,7,West,TRUE,908
20090504090531,2009,30,female,white,50000,married,Some college,2,4,Midwest,TRUE,909
20090504090534,2009,17,male,white,25000,not married,Did not graduate from HS,2,15,Midwest,TRUE,910
20090504090555,2009,15,male,white,30000,not married,Did not graduate from HS,2,15,Northeast,TRUE,911
20090504090571,2009,56,female,white,75000,not married,HS,1,0,Midwest,TRUE,912
20090504090573,2009,37,female,asian,50000,married,Masters,1,11,Northeast,TRUE,913
20090504090586,2009,41,female,white,25000,not married,Some college,3,11,Midwest,TRUE,914
20090504090609,2009,45,female,white,150000,married,Bachelors,2,8,South,TRUE,915
20090504090620,2009,44,female,white,100000,not married,Masters,1,9,Northeast,TRUE,916
20090504090627,2009,40,female,asian,60000,married,Bachelors,3,1,West,TRUE,917
20090504090658,2009,42,male,white,50000,married,Masters,2,8,South,TRUE,918
20090504090669,2009,45,male,white,75000,married,Bachelors,2,8,Midwest,TRUE,919
20090504090681,2009,33,female,white,40000,not married,Bachelors,2,4,West,TRUE,920
20090504090690,2009,34,female,white,100000,not married,Bachelors,2,11,Midwest,TRUE,921
20090504090692,2009,32,male,white,60000,married,Bachelors,1,0,West,TRUE,922
20090504090731,2009,40,female,white,7500,not married,Did not graduate from HS,2,13,West,TRUE,923
20090504090736,2009,39,female,white,30000,not married,Some college,1,15,Northeast,TRUE,924
20090504090765,2009,50,female,asian,60000,married,Masters,1,17,Midwest,TRUE,925
20090504090767,2009,34,female,white,50000,not married,Some college,3,5,Midwest,TRUE,926
20090504090801,2009,31,female,white,100000,married,Masters,1,1,Northeast,TRUE,927
20090504090822,2009,42,male,white,150000,married,Doctoral,3,6,Northeast,TRUE,928
20090504090824,2009,24,male,white,75000,not married,HS,1,5,Northeast,TRUE,929
20090504090825,2009,29,female,white,50000,married,Did not graduate from HS,2,5,South,TRUE,930
20090504090828,2009,15,male,white,35000,not married,Did not graduate from HS,1,15,Northeast,TRUE,931
20090504090836,2009,34,female,white,75000,married,Bachelors,1,1,South,TRUE,932
20090504090849,2009,37,male,white,35000,married,Some college,2,4,Northeast,TRUE,933
20090504090853,2009,29,male,white,40000,married,Did not graduate from HS,2,8,Northeast,TRUE,934
20090504090857,2009,53,male,white,40000,married,HS,1,14,Midwest,TRUE,935
20090504090866,2009,28,female,black,12500,not married,Some college,2,4,Midwest,TRUE,936
20090504090867,2009,48,female,white,25000,married,Did not graduate from HS,1,10,West,TRUE,937
20090504090884,2009,46,female,white,20000,not married,HS,1,14,Northeast,TRUE,938
20090504090892,2009,37,female,white,150000,married,Masters,2,2,Northeast,TRUE,939
20090504090893,2009,50,male,white,60000,married,Bachelors,2,4,South,TRUE,940
20090504090897,2009,50,female,white,25000,married,Did not graduate from HS,3,5,West,TRUE,941
20090504090902,2009,16,female,white,75000,not married,Did not graduate from HS,1,16,Midwest,TRUE,942
20090504090923,2009,41,female,white,75000,married,Some college,2,14,South,TRUE,943
20090504090953,2009,40,male,white,30000,married,Did not graduate from HS,1,9,West,TRUE,944
20090504090966,2009,42,male,white,75000,married,HS,1,13,West,TRUE,945
20090504090968,2009,41,male,white,100000,married,HS,2,11,South,TRUE,946
20090504090985,2009,15,female,white,30000,not married,Did not graduate from HS,2,13,South,TRUE,947
20090504091013,2009,32,female,white,40000,married,Some college,2,1,Midwest,TRUE,948
20090504091029,2009,31,male,white,20000,not married,Some college,1,9,Midwest,TRUE,949
20090504091030,2009,38,male,white,100000,married,Some college,1,7,Midwest,TRUE,950
20090504091042,2009,47,male,white,100000,married,Masters,4,0,Northeast,TRUE,951
20090504091076,2009,40,male,white,50000,married,Some college,1,5,West,TRUE,952
20090504091083,2009,27,female,white,60000,married,Bachelors,2,3,South,TRUE,953
20090504091092,2009,57,male,white,15000,married,Did not graduate from HS,2,2,West,TRUE,954
20090504091095,2009,38,male,asian,75000,married,Bachelors,2,1,South,TRUE,955
20090504091096,2009,59,female,white,75000,married,HS,2,4,South,TRUE,956
20090504091097,2009,46,male,white,35000,married,HS,1,1,West,TRUE,957
20090504091105,2009,34,female,white,75000,married,Some college,1,0,Northeast,TRUE,958
20090504091178,2009,42,male,white,75000,married,Some college,2,6,West,TRUE,959
20090504091180,2009,60,male,white,50000,married,Bachelors,1,12,West,TRUE,960
20090504091192,2009,46,female,white,150000,married,Masters,3,6,West,TRUE,961
20090504091196,2009,34,female,white,150000,married,Bachelors,3,3,Midwest,TRUE,962
20090504091216,2009,34,female,black,10000,not married,Did not graduate from HS,4,1,South,TRUE,963
20090504091228,2009,32,female,white,75000,married,Some college,1,6,Midwest,TRUE,964
20090504091253,2009,25,male,white,15000,married,HS,1,0,West,TRUE,965
20090504091269,2009,41,female,white,25000,not married,Some college,2,11,Midwest,TRUE,966
20090504091270,2009,36,male,white,40000,married,Some college,3,1,Northeast,TRUE,967
