ID,year,age,sex,race,fam_income,married,education,n_child,age_youngest,region,labor_force_status,partner_working,elder_in_HH,metropolitan,treatment,pair_id
20071110071196,2007,40,female,white,40000,not married,HS,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1465
20071008070977,2007,55,female,white,100000,married,Some college,0,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,1466
20071211072351,2007,51,male,white,30000,not married,Masters,0,0,Midwest,employed - at work,"NA",FALSE,non-metropolitan,FALSE,1467
20071211071319,2007,31,female,asian,50000,married,Some college,3,3,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1468
20070201071416,2007,49,male,white,50000,married,HS,0,0,Midwest,employed - at work,employed,FALSE,non-metropolitan,FALSE,1469
20071009072272,2007,75,female,white,25000,married,HS,0,0,West,not in labor force,not employed,FALSE,non-metropolitan,FALSE,1470
20070212061418,2007,41,male,white,50000,not married,Some college,3,1,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1471
20071110071816,2007,35,male,white,40000,married,HS,2,6,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1472
20070807072449,2007,78,female,white,30000,not married,Some college,0,0,West,not in labor force,"NA",FALSE,metropolitan,FALSE,1473
20071211071307,2007,54,female,white,60000,married,Bachelors,1,16,Northeast,not in labor force,employed,FALSE,metropolitan,FALSE,1474
20071111071928,2007,79,female,white,25000,not married,Some college,0,0,Northeast,not in labor force,"NA",FALSE,metropolitan,FALSE,1475
20070101072064,2007,17,male,white,60000,not married,Did not graduate from HS,2,13,South,employed - at work,"NA",TRUE,metropolitan,FALSE,1476
20070302072282,2007,31,male,white,75000,married,Some college,0,0,West,employed - at work,employed,FALSE,non-metropolitan,FALSE,1477
20070101072064,2007,17,male,white,60000,not married,Did not graduate from HS,2,13,South,employed - at work,"NA",TRUE,metropolitan,FALSE,1478
20070705072201,2007,30,female,white,75000,married,Bachelors,1,4,South,employed - at work,employed,FALSE,metropolitan,FALSE,1479
20070908072008,2007,62,male,white,75000,not married,Some college,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,1480
20070112061277,2007,62,male,white,150000,married,Doctoral,0,0,South,employed - at work,not employed,FALSE,metropolitan,FALSE,1481
20070605071140,2007,78,female,white,25000,not married,Some college,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,1482
20070111060920,2007,34,female,white,25000,married,Bachelors,1,0,South,not in labor force,employed,FALSE,metropolitan,FALSE,1483
20070302070538,2007,85,female,white,7500,not married,Did not graduate from HS,0,0,West,not in labor force,"NA",FALSE,non-metropolitan,FALSE,1484
20070908071513,2007,47,female,white,20000,not married,Some college,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,1485
20070908072009,2007,41,female,white,60000,married,Bachelors,1,1,Northeast,not in labor force,employed,FALSE,metropolitan,FALSE,1486
20070604071814,2007,36,female,black,60000,not married,HS,1,7,South,employed - at work,employed,FALSE,metropolitan,FALSE,1487
20071211071319,2007,31,female,asian,50000,married,Some college,3,3,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1488
20071008071634,2007,49,female,white,30000,not married,Some college,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1489
20071009070950,2007,18,female,white,150000,not married,HS,0,0,South,employed - at work,"NA",TRUE,metropolitan,FALSE,1490
20070112061522,2007,41,female,white,100000,married,HS,2,4,Northeast,not in labor force,employed,FALSE,metropolitan,FALSE,1491
20071110070716,2007,79,female,white,40000,not married,Bachelors,0,0,West,not in labor force,"NA",FALSE,metropolitan,FALSE,1492
20070908071880,2007,35,male,white,25000,married,Some college,2,8,Midwest,employed - at work,not employed,FALSE,non-metropolitan,FALSE,1493
20070101070534,2007,53,female,white,40000,married,HS,0,0,South,not in labor force,not employed,FALSE,metropolitan,FALSE,1494
20070403072398,2007,34,female,white,50000,married,Some college,1,1,Northeast,not in labor force,employed,FALSE,metropolitan,FALSE,1495
20070504071936,2007,42,male,black,30000,not married,Some college,1,11,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,1496
20070201071072,2007,31,male,white,20000,married,Some college,3,0,West,employed - at work,not employed,FALSE,non-metropolitan,FALSE,1497
20071009071049,2007,50,male,white,30000,married,Some college,0,0,West,employed - at work,employed,FALSE,metropolitan,FALSE,1498
20070504072250,2007,43,male,black,40000,not married,HS,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1499
20071008072633,2007,61,female,other,35000,married,HS,0,0,South,not in labor force,not employed,FALSE,non-metropolitan,FALSE,1500
20071110070627,2007,48,male,white,10000,married,HS,4,4,West,employed - at work,not employed,FALSE,metropolitan,FALSE,1501
20071210072269,2007,39,female,other,20000,not married,HS,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1502
20070302071336,2007,41,male,white,150000,married,Masters,3,7,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,1503
20070504070935,2007,38,female,white,60000,married,Bachelors,0,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,1504
20070403071975,2007,49,female,white,20000,not married,Did not graduate from HS,1,11,Northeast,unemployed - looking,"NA",FALSE,metropolitan,FALSE,1505
20070908071335,2007,30,male,white,60000,married,HS,1,2,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,1506
20071009072527,2007,75,male,white,40000,married,HS,0,0,Midwest,not in labor force,employed,FALSE,non-metropolitan,FALSE,1507
20070908072663,2007,38,female,white,60000,married,Some college,2,10,Northeast,employed - at work,employed,FALSE,non-metropolitan,FALSE,1508
20070806071279,2007,33,female,white,25000,married,HS,2,3,South,not in labor force,employed,FALSE,non-metropolitan,FALSE,1509
20070604071202,2007,42,female,white,100000,married,Masters,3,10,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1510
20070907072367,2007,39,male,white,150000,married,Bachelors,1,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,1511
20071009071876,2007,56,male,white,50000,not married,Bachelors,0,0,West,not in labor force,"NA",FALSE,metropolitan,FALSE,1512
20071009070601,2007,44,male,other,50000,not married,Did not graduate from HS,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1513
20071110071278,2007,49,male,white,60000,not married,Bachelors,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,1514
20070707071840,2007,26,female,white,40000,not married,HS,1,1,South,employed - at work,"NA",TRUE,metropolitan,FALSE,1515
20070111061027,2007,49,female,black,5000,not married,HS,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1516
20071212071368,2007,31,female,asian,75000,married,Bachelors,1,2,Midwest,not in labor force,not employed,FALSE,metropolitan,FALSE,1517
20071010070050,2007,16,female,black,75000,not married,Did not graduate from HS,3,11,South,unemployed - looking,"NA",TRUE,metropolitan,FALSE,1518
20070707071109,2007,58,female,white,150000,married,Some college,1,5,Midwest,unemployed - looking,employed,FALSE,metropolitan,FALSE,1519
20071009072351,2007,56,female,white,15000,not married,HS,0,0,West,employed - at work,"NA",FALSE,"NA",FALSE,1520
20071212070613,2007,52,male,white,150000,married,Masters,2,12,West,employed - at work,employed,FALSE,metropolitan,FALSE,1521
20070706070718,2007,45,male,white,75000,married,Bachelors,2,13,West,employed - at work,not employed,FALSE,metropolitan,FALSE,1522
20070908070707,2007,48,male,white,100000,married,Bachelors,2,4,West,employed - at work,not employed,FALSE,metropolitan,FALSE,1523
20070908071932,2007,43,male,white,10000,not married,Some college,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1524
20070101071274,2007,33,male,white,30000,not married,Some college,0,0,Northeast,unemployed - on layoff,"NA",FALSE,non-metropolitan,FALSE,1525
20071009071301,2007,65,male,white,30000,not married,HS,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1526
20071111071117,2007,62,male,white,40000,married,Bachelors,0,0,Midwest,not in labor force,employed,FALSE,metropolitan,FALSE,1527
20070112061266,2007,80,female,white,25000,not married,HS,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1528
20070908072624,2007,39,female,white,60000,married,HS,2,11,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,1529
20070404072511,2007,65,female,white,40000,not married,Some college,0,0,West,not in labor force,"NA",FALSE,metropolitan,FALSE,1530
20070807071863,2007,56,male,white,75000,married,Did not graduate from HS,0,0,South,employed - at work,employed,FALSE,non-metropolitan,FALSE,1531
20071109071513,2007,25,female,white,100000,not married,Some college,2,3,West,employed - at work,employed,FALSE,"NA",FALSE,1532
20071211070615,2007,62,female,white,60000,not married,Bachelors,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1533
20070112060656,2007,64,female,black,10000,not married,HS,0,0,West,not in labor force,"NA",FALSE,metropolitan,FALSE,1534
20070605072061,2007,60,male,white,100000,not married,Masters,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,1535
20070201071139,2007,55,female,white,12500,not married,Some college,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,1536
20071009070121,2007,63,male,white,10000,not married,Doctoral,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1537
20070605072431,2007,29,female,white,25000,not married,HS,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1538
20070605070646,2007,33,female,white,60000,not married,Bachelors,0,0,West,unemployed - looking,"NA",TRUE,metropolitan,FALSE,1539
20070706072262,2007,48,female,black,20000,married,HS,0,0,South,unemployed - looking,not employed,FALSE,non-metropolitan,FALSE,1540
20071010071702,2007,65,female,white,7500,not married,HS,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1541
20071211071166,2007,52,female,white,75000,married,HS,0,0,Midwest,employed - at work,employed,FALSE,non-metropolitan,FALSE,1542
20071211071507,2007,49,female,white,75000,married,Bachelors,1,15,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,1543
20070112061349,2007,33,female,white,75000,married,Some college,2,1,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1544
20070403071366,2007,37,male,white,40000,not married,Some college,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,1545
20070403071619,2007,29,female,white,35000,not married,Bachelors,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,1546
20070605072396,2007,50,male,white,0,not married,HS,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1547
20070908072263,2007,80,male,white,75000,not married,Bachelors,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1548
20070807071815,2007,32,female,black,0,not married,Did not graduate from HS,2,12,South,unemployed - looking,"NA",FALSE,metropolitan,FALSE,1549
20070706072603,2007,60,female,white,25000,not married,Bachelors,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,1550
20070806071176,2007,16,male,white,150000,not married,Did not graduate from HS,3,11,Midwest,unemployed - looking,"NA",TRUE,metropolitan,FALSE,1551
20070112061591,2007,58,female,white,10000,married,HS,1,16,West,not in labor force,not employed,FALSE,non-metropolitan,FALSE,1552
20071009070904,2007,66,female,white,40000,married,Some college,0,0,South,not in labor force,employed,FALSE,metropolitan,FALSE,1553
20070606071835,2007,29,female,white,60000,married,Some college,2,1,South,employed - at work,employed,FALSE,non-metropolitan,FALSE,1554
20071110071916,2007,62,female,white,0,not married,Bachelors,0,0,Northeast,employed - absent,"NA",FALSE,metropolitan,FALSE,1555
20070302071607,2007,59,male,white,25000,married,Did not graduate from HS,0,0,Northeast,not in labor force,employed,FALSE,non-metropolitan,FALSE,1556
20070908072189,2007,54,male,other,30000,married,HS,1,15,South,employed - at work,not employed,FALSE,metropolitan,FALSE,1557
20071008072582,2007,16,male,black,40000,not married,Did not graduate from HS,2,16,South,not in labor force,"NA",TRUE,metropolitan,FALSE,1558
20071211071564,2007,74,male,white,20000,married,HS,0,0,Northeast,not in labor force,not employed,FALSE,metropolitan,FALSE,1559
20070706071862,2007,17,female,white,50000,not married,Did not graduate from HS,2,14,Midwest,employed - at work,"NA",TRUE,non-metropolitan,FALSE,1560
20070605072649,2007,47,male,white,60000,married,Masters,2,14,South,employed - at work,not employed,FALSE,metropolitan,FALSE,1561
20070805070648,2007,26,female,white,50000,married,Bachelors,0,0,West,employed - at work,employed,TRUE,metropolitan,FALSE,1562
20070707070826,2007,64,female,white,7500,not married,HS,0,0,West,not in labor force,"NA",FALSE,non-metropolitan,FALSE,1563
20070504072065,2007,28,female,white,75000,not married,Some college,0,0,Northeast,employed - at work,"NA",TRUE,non-metropolitan,FALSE,1564
20070302070990,2007,52,female,black,25000,not married,HS,1,15,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1565
20070503072062,2007,15,male,black,10000,not married,Did not graduate from HS,1,15,South,unemployed - looking,"NA",TRUE,metropolitan,FALSE,1566
20070603072227,2007,41,male,white,60000,married,Some college,2,10,West,employed - at work,employed,FALSE,metropolitan,FALSE,1567
20070302071367,2007,18,male,white,75000,not married,Did not graduate from HS,0,0,Midwest,not in labor force,"NA",TRUE,metropolitan,FALSE,1568
20071110072262,2007,52,male,white,100000,married,Doctoral,1,14,West,employed - at work,employed,FALSE,metropolitan,FALSE,1569
20071010070555,2007,80,male,white,60000,not married,Masters,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1570
20070606071621,2007,66,male,white,35000,married,HS,0,0,Northeast,not in labor force,employed,FALSE,metropolitan,FALSE,1571
20070605070646,2007,33,female,white,60000,not married,Bachelors,0,0,West,unemployed - looking,"NA",TRUE,metropolitan,FALSE,1572
20070112060958,2007,45,female,white,30000,married,Some college,1,7,South,employed - at work,employed,FALSE,metropolitan,FALSE,1573
20070403072196,2007,79,female,white,12500,not married,Some college,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1574
20070504071835,2007,30,female,black,20000,married,HS,2,7,South,employed - at work,employed,FALSE,metropolitan,FALSE,1575
20070101072065,2007,85,female,white,50000,married,Bachelors,0,0,South,not in labor force,not employed,FALSE,metropolitan,FALSE,1576
20070909070607,2007,36,female,white,75000,not married,Bachelors,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1577
20070907070675,2007,16,male,other,20000,not married,Did not graduate from HS,3,13,West,not in labor force,"NA",TRUE,metropolitan,FALSE,1578
20070706071242,2007,35,male,white,35000,not married,Some college,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,1579
20071009071998,2007,49,male,other,100000,married,Bachelors,2,16,South,employed - at work,employed,FALSE,metropolitan,FALSE,1580
20070504072250,2007,43,male,black,40000,not married,HS,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1581
20070807071474,2007,75,female,white,30000,not married,Masters,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,1582
20070302072002,2007,50,male,white,25000,married,Did not graduate from HS,0,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,1583
20071009071683,2007,35,male,white,150000,married,Masters,2,1,Northeast,employed - at work,not employed,FALSE,metropolitan,FALSE,1584
20070201071449,2007,57,male,white,25000,married,Did not graduate from HS,1,8,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1585
20070101071632,2007,58,female,white,7500,not married,Some college,0,0,Northeast,not in labor force,"NA",FALSE,metropolitan,FALSE,1586
20070707071216,2007,47,male,white,100000,not married,Bachelors,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,1587
20071110072347,2007,21,female,white,50000,not married,HS,0,0,Northeast,employed - at work,"NA",TRUE,metropolitan,FALSE,1588
20070908072208,2007,46,female,white,150000,married,Bachelors,1,11,South,not in labor force,employed,FALSE,metropolitan,FALSE,1589
20071010071756,2007,35,female,white,50000,married,Bachelors,1,1,South,employed - at work,employed,FALSE,non-metropolitan,FALSE,1590
20070302071545,2007,34,female,white,75000,married,Bachelors,2,0,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,1591
20070707070538,2007,41,female,white,150000,married,Masters,3,7,West,employed - absent,employed,FALSE,metropolitan,FALSE,1592
20070212062088,2007,31,male,black,100000,not married,Bachelors,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1593
20070503071767,2007,40,female,white,150000,married,Bachelors,3,3,South,not in labor force,employed,FALSE,metropolitan,FALSE,1594
20070301071157,2007,35,female,white,50000,not married,HS,2,0,Midwest,employed - at work,not employed,FALSE,non-metropolitan,FALSE,1595
20070807072424,2007,15,female,white,100000,not married,Did not graduate from HS,1,15,West,not in labor force,"NA",TRUE,metropolitan,FALSE,1596
20070302072323,2007,56,male,white,100000,married,Bachelors,1,14,Midwest,employed - at work,employed,FALSE,non-metropolitan,FALSE,1597
20070112061696,2007,29,male,asian,50000,not married,Masters,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,1598
20070212062363,2007,32,female,white,40000,married,HS,2,6,Midwest,not in labor force,employed,FALSE,metropolitan,FALSE,1599
20070908070951,2007,63,female,white,40000,married,HS,0,0,South,not in labor force,not employed,FALSE,metropolitan,FALSE,1600
20070908070927,2007,22,male,black,0,not married,Bachelors,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1601
20070112062461,2007,30,female,white,50000,married,HS,0,0,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1602
20070908072390,2007,53,female,black,100000,married,Masters,0,0,West,employed - at work,not employed,FALSE,non-metropolitan,FALSE,1603
20070111060820,2007,66,female,white,10000,not married,Bachelors,0,0,West,unemployed - looking,"NA",FALSE,metropolitan,FALSE,1604
20070212061585,2007,42,female,white,100000,married,Bachelors,2,10,West,employed - at work,employed,FALSE,metropolitan,FALSE,1605
20070707071427,2007,72,female,white,15000,not married,HS,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,1606
20070605072018,2007,40,male,white,75000,married,Bachelors,2,1,Northeast,employed - at work,not employed,FALSE,metropolitan,FALSE,1607
20070807071083,2007,23,female,asian,100000,not married,Some college,0,0,West,employed - at work,"NA",TRUE,metropolitan,FALSE,1608
20071210072346,2007,40,female,white,100000,married,Masters,2,6,Northeast,employed - at work,not employed,FALSE,metropolitan,FALSE,1609
20070302071880,2007,38,male,white,25000,not married,Some college,1,16,West,employed - at work,"NA",FALSE,non-metropolitan,FALSE,1610
20070705071350,2007,39,female,white,50000,not married,Bachelors,3,6,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1611
20071211072246,2007,52,female,white,50000,married,Some college,3,2,West,not in labor force,employed,FALSE,non-metropolitan,FALSE,1612
20071111071760,2007,44,male,white,100000,married,Bachelors,3,2,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1613
20071008071291,2007,79,female,black,20000,not married,Did not graduate from HS,0,0,South,unemployed - looking,"NA",FALSE,metropolitan,FALSE,1614
20070605071463,2007,62,female,white,75000,married,Bachelors,0,0,Midwest,not in labor force,employed,FALSE,metropolitan,FALSE,1615
20070807071296,2007,55,male,white,15000,married,Did not graduate from HS,0,0,South,not in labor force,not employed,FALSE,non-metropolitan,FALSE,1616
20071110070906,2007,31,female,black,0,not married,Did not graduate from HS,2,5,South,employed - at work,"NA",TRUE,non-metropolitan,FALSE,1617
20070706071792,2007,51,male,asian,30000,married,Bachelors,1,15,Northeast,employed - absent,employed,FALSE,metropolitan,FALSE,1618
20070112061623,2007,27,female,white,40000,married,Masters,2,1,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,1619
20070504071678,2007,28,female,black,12500,not married,Did not graduate from HS,2,1,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,1620
20070112062364,2007,72,female,white,25000,not married,HS,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,1621
20070706070523,2007,63,male,white,25000,married,Some college,0,0,South,not in labor force,not employed,FALSE,metropolitan,FALSE,1622
20070112061896,2007,64,female,white,35000,not married,Some college,0,0,Northeast,not in labor force,"NA",FALSE,metropolitan,FALSE,1623
20070604071747,2007,37,female,white,15000,not married,Some college,1,13,Northeast,employed - at work,"NA",TRUE,metropolitan,FALSE,1624
20070504072151,2007,38,female,black,40000,not married,Masters,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1625
20071211071616,2007,57,female,white,20000,not married,Masters,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,1626
20070101070968,2007,66,female,white,7500,not married,Some college,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1627
20071111071753,2007,38,female,white,50000,married,Some college,2,8,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1628
20070402070774,2007,43,male,white,60000,married,HS,2,7,West,employed - at work,employed,FALSE,metropolitan,FALSE,1629
20070201070767,2007,36,male,black,50000,not married,Masters,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1630
20070605071457,2007,56,female,black,75000,not married,Masters,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,1631
20071010071500,2007,33,female,white,75000,married,Masters,3,3,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,1632
20070302071199,2007,35,female,white,75000,married,Some college,0,0,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1633
20071211071826,2007,58,female,black,7500,not married,Some college,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1634
20070403071227,2007,48,female,white,40000,not married,Some college,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,1635
20070707072603,2007,43,male,white,75000,married,Some college,1,3,Midwest,employed - at work,employed,FALSE,non-metropolitan,FALSE,1636
20071210072218,2007,33,female,asian,100000,married,Bachelors,1,3,South,employed - at work,employed,FALSE,metropolitan,FALSE,1637
20070807071142,2007,49,female,asian,35000,married,Bachelors,0,0,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1638
20070201071433,2007,85,female,black,25000,not married,Did not graduate from HS,0,0,South,not in labor force,"NA",FALSE,non-metropolitan,FALSE,1639
20070112060847,2007,31,female,white,50000,not married,Some college,2,2,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,1640
20070201071125,2007,33,female,asian,100000,married,Bachelors,1,0,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1641
20070112061362,2007,54,female,white,100000,married,Bachelors,0,0,Midwest,employed - absent,employed,FALSE,non-metropolitan,FALSE,1642
20070807071731,2007,20,female,white,20000,not married,HS,1,1,Northeast,employed - at work,"NA",TRUE,metropolitan,FALSE,1643
20071008071945,2007,49,female,white,50000,married,HS,1,12,South,employed - at work,not employed,FALSE,metropolitan,FALSE,1644
20070504071023,2007,75,female,white,40000,not married,HS,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1645
20071210072269,2007,39,female,other,20000,not married,HS,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1646
20071009071016,2007,63,female,black,15000,married,Did not graduate from HS,0,0,South,not in labor force,not employed,FALSE,metropolitan,FALSE,1647
20070807070762,2007,44,female,white,35000,not married,Some college,1,15,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1648
20071008072634,2007,85,female,white,15000,not married,HS,0,0,West,not in labor force,"NA",FALSE,metropolitan,FALSE,1649
20071111070642,2007,63,male,black,40000,not married,Some college,0,0,West,not in labor force,"NA",FALSE,metropolitan,FALSE,1650
20071009071779,2007,47,female,white,100000,married,Some college,1,17,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1651
20070806071225,2007,50,male,white,50000,not married,Some college,1,15,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,1652
20070606071354,2007,78,female,black,60000,married,Bachelors,0,0,South,not in labor force,not employed,FALSE,metropolitan,FALSE,1653
20070605070030,2007,16,male,white,40000,not married,Did not graduate from HS,2,14,South,employed - at work,"NA",TRUE,metropolitan,FALSE,1654
20071111072069,2007,68,female,white,7500,not married,Did not graduate from HS,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1655
20070202071210,2007,43,female,white,75000,married,Bachelors,2,9,Midwest,employed - at work,employed,FALSE,non-metropolitan,FALSE,1656
20070807071550,2007,26,male,white,25000,not married,HS,1,6,West,employed - at work,"NA",FALSE,non-metropolitan,FALSE,1657
20071110071778,2007,16,male,white,150000,not married,Did not graduate from HS,1,16,Midwest,employed - at work,"NA",TRUE,non-metropolitan,FALSE,1658
20070806070781,2007,50,male,white,100000,not married,Bachelors,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1659
20071009071283,2007,42,female,white,50000,married,HS,0,0,South,employed - at work,employed,FALSE,"NA",FALSE,1660
20070605071516,2007,54,female,black,40000,married,Some college,0,0,South,employed - at work,employed,FALSE,non-metropolitan,FALSE,1661
20070807072571,2007,68,female,white,15000,not married,HS,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1662
20070706070596,2007,60,female,white,60000,not married,Masters,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1663
20071009070542,2007,32,female,white,100000,married,Bachelors,1,1,West,employed - at work,employed,FALSE,metropolitan,FALSE,1664
20070302071349,2007,39,male,black,60000,married,Some college,1,2,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,1665
20070403071800,2007,30,female,white,50000,married,HS,2,6,Midwest,unemployed - on layoff,employed,FALSE,metropolitan,FALSE,1666
20070301070551,2007,44,female,white,100000,married,HS,0,0,West,employed - at work,employed,FALSE,metropolitan,FALSE,1667
20071110071745,2007,22,male,white,35000,married,Some college,3,1,South,employed - at work,employed,TRUE,metropolitan,FALSE,1668
20070101070765,2007,18,female,white,30000,not married,HS,2,12,West,employed - at work,"NA",TRUE,metropolitan,FALSE,1669
20070404072676,2007,36,male,white,50000,not married,HS,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,1670
20070908071132,2007,40,male,white,150000,not married,Masters,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,1671
20070908072288,2007,21,female,white,100000,not married,HS,1,16,South,employed - at work,"NA",TRUE,metropolitan,FALSE,1672
20070302070980,2007,36,male,black,25000,not married,HS,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1673
20071008070623,2007,51,male,white,40000,married,Bachelors,1,1,West,employed - at work,not employed,TRUE,metropolitan,FALSE,1674
20070301071027,2007,49,male,black,25000,not married,Masters,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1675
20070504071678,2007,28,female,black,12500,not married,Did not graduate from HS,2,1,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,1676
20070707070555,2007,37,female,asian,60000,married,Doctoral,2,2,West,employed - at work,employed,FALSE,metropolitan,FALSE,1677
20070807072044,2007,56,male,white,75000,married,Masters,0,0,Northeast,not in labor force,employed,FALSE,metropolitan,FALSE,1678
20071009071033,2007,51,female,white,60000,not married,Some college,0,0,South,employed - at work,"NA",FALSE,non-metropolitan,FALSE,1679
20070807071839,2007,52,female,asian,100000,married,HS,0,0,South,not in labor force,employed,FALSE,metropolitan,FALSE,1680
20070302072002,2007,50,male,white,25000,married,Did not graduate from HS,0,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,1681
20071110072268,2007,22,male,white,75000,not married,Some college,2,10,West,employed - at work,"NA",TRUE,metropolitan,FALSE,1682
20071009071593,2007,16,male,black,30000,not married,Did not graduate from HS,2,15,Northeast,not in labor force,"NA",TRUE,metropolitan,FALSE,1683
20070112060824,2007,18,male,white,20000,not married,Did not graduate from HS,0,0,West,employed - at work,"NA",TRUE,metropolitan,FALSE,1684
20071212070724,2007,55,male,white,75000,married,HS,0,0,West,employed - at work,employed,FALSE,non-metropolitan,FALSE,1685
20071111072099,2007,49,male,asian,40000,married,Some college,1,13,South,employed - at work,employed,FALSE,metropolitan,FALSE,1686
20071009072024,2007,32,female,white,7500,not married,HS,1,3,South,employed - at work,"NA",FALSE,metropolitan,FALSE,1687
20071211070520,2007,29,female,black,5000,not married,HS,2,7,South,not in labor force,"NA",FALSE,metropolitan,FALSE,1688
20070908072678,2007,57,male,white,20000,not married,Bachelors,0,0,West,unemployed - looking,"NA",FALSE,metropolitan,FALSE,1689
